reader_id,liked,when,book_id
1,5.0,"07/31/2000, 03:52:03",1787
1,2.0,"07/31/2000, 03:51:34",1789
1,5.0,"07/31/2000, 03:18:13",1795
1,4.0,"07/31/2000, 03:38:30",1805
1,3.0,"07/31/2000, 03:41:53",1813
1,5.0,"07/31/2000, 03:37:22",1825
1,4.0,"07/31/2000, 03:43:40",1841
1,5.0,"07/31/2000, 03:56:54",1849
1,5.0,"07/31/2000, 03:43:08",1857
1,4.0,"07/31/2000, 04:09:29",1865
1,4.0,"08/08/2000, 16:27:42",1873
1,5.0,"07/31/2000, 03:21:18",1882
1,3.0,"07/31/2000, 03:38:48",1903
1,5.0,"07/31/2000, 03:37:22",1904
1,5.0,"07/31/2000, 03:21:05",1916
1,5.0,"07/31/2000, 03:31:28",1938
1,5.0,"07/31/2000, 03:50:00",1945
1,5.0,"07/31/2000, 03:19:04",1956
1,4.0,"07/31/2000, 03:51:20",1970
1,2.0,"07/31/2000, 03:43:08",1971
1,4.0,"07/31/2000, 03:08:43",1978
1,4.0,"07/31/2000, 03:39:37",1985
1,5.0,"07/31/2000, 03:43:40",1986
1,4.0,"07/31/2000, 03:56:33",1989
1,4.0,"07/31/2000, 03:56:54",1990
1,5.0,"07/31/2000, 03:56:33",1993
1,3.0,"07/31/2000, 03:57:06",1996
1,5.0,"07/31/2000, 03:30:55",2019
1,5.0,"07/31/2000, 03:16:25",2027
1,5.0,"07/31/2000, 03:56:54",2037
1,5.0,"07/31/2000, 03:45:03",2076
1,4.0,"07/31/2000, 03:28:30",2102
1,4.0,"07/31/2000, 03:08:43",2125
1,5.0,"07/31/2000, 03:14:28",2144
1,5.0,"07/31/2000, 03:28:00",2156
1,5.0,"07/31/2000, 03:45:03",2181
1,4.0,"07/31/2000, 03:38:10",2192
1,5.0,"07/31/2000, 03:31:12",2214
1,5.0,"07/31/2000, 03:36:16",2216
1,5.0,"07/31/2000, 03:36:31",2217
1,5.0,"07/31/2000, 03:31:28",2218
1,5.0,"07/31/2000, 03:54:42",2224
1,4.0,"07/31/2000, 03:50:34",2246
1,5.0,"07/31/2000, 03:41:35",2248
1,5.0,"07/31/2000, 03:37:51",2252
1,5.0,"07/31/2000, 03:37:22",2254
1,4.0,"07/31/2000, 03:14:56",2257
1,5.0,"07/31/2000, 04:02:42",2284
1,5.0,"07/31/2000, 03:46:31",2285
1,5.0,"07/31/2000, 03:20:08",2300
1,5.0,"07/31/2000, 04:08:06",2301
1,4.0,"07/31/2000, 03:31:12",2308
1,5.0,"07/31/2000, 04:04:33",2370
1,4.0,"07/31/2000, 03:41:35",2386
1,1.0,"07/31/2000, 03:58:24",2392
1,3.0,"07/31/2000, 03:18:13",2429
1,3.0,"07/31/2000, 03:51:48",2432
1,5.0,"07/31/2000, 03:18:27",2438
1,5.0,"07/31/2000, 03:58:56",2458
1,5.0,"07/31/2000, 03:58:04",2523
1,4.0,"07/31/2000, 03:29:59",2568
1,4.0,"07/31/2000, 03:29:59",2569
1,5.0,"07/31/2000, 03:38:48",2570
1,5.0,"07/31/2000, 04:07:34",2576
1,5.0,"07/31/2000, 03:19:04",2578
1,4.0,"07/31/2000, 03:28:45",2599
1,4.0,"07/31/2000, 03:29:35",2604
1,4.0,"07/31/2000, 03:37:51",2632
1,5.0,"07/31/2000, 03:11:08",2670
1,4.0,"07/31/2000, 03:11:23",2692
1,4.0,"07/31/2000, 03:37:51",2709
1,5.0,"07/31/2000, 03:26:29",2729
1,5.0,"07/31/2000, 04:02:17",2760
1,5.0,"07/31/2000, 03:31:49",2761
1,5.0,"07/31/2000, 03:39:23",2784
1,4.0,"07/31/2000, 03:40:17",2794
1,4.0,"07/31/2000, 03:11:34",2798
1,5.0,"07/31/2000, 03:30:55",2832
1,4.0,"07/31/2000, 03:20:20",2843
1,4.0,"07/31/2000, 03:48:23",2987
1,5.0,"07/31/2000, 04:06:42",3668
2,3.0,"10/25/2015, 04:27:15",277
2,4.0,"10/25/2015, 04:30:29",291
2,4.5,"10/25/2015, 04:33:48",1283
2,4.0,"10/25/2015, 04:28:05",2670
2,4.0,"10/25/2015, 04:29:12",4607
3,0.5,"05/27/2011, 11:32:58",30
3,0.5,"05/27/2011, 11:44:35",461
3,0.5,"05/27/2011, 11:33:39",545
3,0.5,"05/27/2011, 11:43:48",565
3,0.5,"05/27/2011, 11:33:15",585
3,5.0,"05/27/2011, 11:33:31",656
3,0.5,"05/27/2011, 11:32:47",696
3,0.5,"05/27/2011, 11:33:47",831
3,0.5,"05/27/2011, 11:43:36",852
3,0.5,"05/27/2011, 11:32:49",961
3,0.5,"05/27/2011, 11:33:44",970
3,3.5,"05/27/2011, 11:28:43",973
3,0.5,"05/27/2011, 11:43:09",999
3,3.0,"05/27/2011, 11:32:41",1053
3,4.5,"05/27/2011, 11:40:03",1189
3,0.5,"05/27/2011, 11:42:55",1492
3,0.5,"05/27/2011, 11:32:52",1543
3,0.5,"05/27/2011, 11:44:21",1552
3,2.0,"05/27/2011, 11:32:39",1566
3,4.0,"05/27/2011, 11:33:51",1700
3,0.5,"05/27/2011, 11:44:53",1823
3,5.0,"05/27/2011, 11:38:45",2140
3,4.5,"05/27/2011, 11:40:54",2278
3,0.5,"05/27/2011, 11:33:58",2414
3,5.0,"05/27/2011, 11:33:23",2761
3,0.5,"05/27/2011, 11:44:05",2941
3,5.0,"05/27/2011, 11:36:10",3330
3,0.5,"05/27/2011, 11:44:44",3661
3,5.0,"05/27/2011, 11:35:18",3729
3,5.0,"05/27/2011, 11:35:08",4039
3,4.5,"05/27/2011, 11:40:21",4044
3,5.0,"05/27/2011, 11:37:05",4116
3,0.5,"05/27/2011, 11:43:24",4267
3,5.0,"05/27/2011, 11:34:30",4588
4,3.0,"04/11/2001, 05:39:59",20
4,2.0,"12/14/1999, 21:10:47",31
4,3.0,"04/11/2001, 05:37:27",41
4,2.0,"12/14/1999, 21:10:25",43
4,3.0,"07/26/2000, 23:46:26",47
4,3.0,"07/26/2000, 00:20:44",52
4,4.0,"04/10/2001, 05:39:44",94
4,5.0,"07/26/2000, 23:45:58",108
4,1.0,"04/10/2001, 05:42:00",109
4,5.0,"12/13/1999, 18:49:31",135
4,3.0,"12/13/1999, 18:47:08",143
4,5.0,"07/26/2000, 23:42:45",148
4,2.0,"12/13/1999, 19:00:59",161
4,5.0,"12/13/1999, 18:57:58",183
4,1.0,"12/20/1999, 03:44:00",189
4,5.0,"07/26/2000, 23:44:44",198
4,2.0,"12/14/1999, 21:11:53",201
4,3.0,"04/10/2001, 05:41:34",211
4,5.0,"12/13/1999, 19:00:59",224
4,5.0,"07/26/2000, 00:21:08",228
4,1.0,"12/14/1999, 21:09:10",257
4,5.0,"12/13/1999, 18:59:42",278
4,5.0,"07/26/2000, 00:21:40",300
4,4.0,"12/20/1999, 03:44:23",303
4,4.0,"07/26/2000, 23:46:26",306
4,3.0,"04/11/2001, 05:35:01",309
4,3.0,"07/26/2000, 23:55:06",315
4,4.0,"12/13/1999, 18:51:30",326
4,2.0,"12/13/1999, 18:47:47",361
4,1.0,"04/11/2001, 05:35:15",384
4,2.0,"04/10/2001, 05:40:28",391
4,5.0,"12/13/1999, 19:00:59",398
4,5.0,"12/14/1999, 21:24:50",413
4,5.0,"12/13/1999, 19:11:12",429
4,1.0,"12/13/1999, 18:58:26",444
4,5.0,"12/13/1999, 18:50:36",471
4,1.0,"07/26/2000, 00:27:12",472
4,2.0,"12/13/1999, 19:01:41",485
4,4.0,"12/13/1999, 19:07:50",506
4,5.0,"07/26/2000, 00:46:26",510
4,3.0,"04/10/2001, 05:36:49",512
4,2.0,"12/13/1999, 18:49:47",515
4,5.0,"07/26/2000, 00:46:48",520
4,3.0,"12/13/1999, 19:11:46",546
4,4.0,"04/11/2001, 05:40:30",577
4,3.0,"12/13/1999, 18:50:01",604
4,4.0,"12/13/1999, 18:58:26",628
4,4.0,"07/26/2000, 23:45:14",676
4,5.0,"07/26/2000, 23:55:47",680
4,4.0,"12/13/1999, 19:07:33",681
4,4.0,"12/13/1999, 18:47:26",684
4,4.0,"12/13/1999, 19:10:37",686
4,5.0,"12/14/1999, 21:18:22",690
4,5.0,"12/14/1999, 21:19:49",692
4,5.0,"12/14/1999, 21:18:22",694
4,5.0,"12/13/1999, 19:07:50",696
4,5.0,"12/13/1999, 19:05:21",701
4,5.0,"12/14/1999, 21:13:22",702
4,5.0,"07/26/2000, 00:22:51",711
4,3.0,"04/10/2001, 05:44:45",718
4,4.0,"12/13/1999, 19:00:32",783
4,5.0,"12/14/1999, 21:14:14",799
4,3.0,"07/26/2000, 00:56:18",808
4,2.0,"04/11/2001, 05:33:39",810
4,4.0,"12/13/1999, 19:04:43",815
4,5.0,"12/14/1999, 21:14:52",816
4,2.0,"12/13/1999, 18:55:46",818
4,5.0,"04/11/2001, 05:31:36",819
4,5.0,"12/13/1999, 19:00:59",823
4,5.0,"07/26/2000, 00:42:03",825
4,3.0,"07/26/2000, 00:21:40",832
4,5.0,"07/26/2000, 00:42:03",839
4,5.0,"04/11/2001, 05:30:25",862
4,4.0,"07/26/2000, 00:33:00",883
4,1.0,"07/28/2000, 19:01:53",885
4,5.0,"07/26/2000, 00:21:40",890
4,5.0,"07/26/2000, 00:26:03",897
4,5.0,"07/26/2000, 00:26:03",898
4,3.0,"07/26/2000, 00:25:28",899
4,2.0,"12/13/1999, 18:56:07",900
4,5.0,"12/14/1999, 21:20:25",904
4,1.0,"07/26/2000, 00:33:25",911
4,4.0,"12/13/1999, 19:08:49",913
4,4.0,"07/26/2000, 00:46:01",919
4,4.0,"07/26/2000, 00:35:26",925
4,5.0,"12/14/1999, 21:20:08",948
4,4.0,"07/26/2000, 00:25:28",957
4,4.0,"07/26/2000, 23:44:44",963
4,4.0,"04/10/2001, 05:43:57",964
4,2.0,"04/11/2001, 05:33:52",977
4,5.0,"12/13/1999, 19:07:33",980
4,5.0,"12/13/1999, 18:51:30",981
4,4.0,"12/13/1999, 19:07:33",986
4,4.0,"07/26/2000, 00:26:03",989
4,3.0,"12/13/1999, 18:47:47",1001
4,1.0,"12/14/1999, 21:16:06",1070
4,5.0,"12/13/1999, 19:09:27",1112
4,4.0,"12/14/1999, 21:11:32",1123
4,4.0,"07/26/2000, 23:47:10",1145
4,4.0,"12/13/1999, 19:09:50",1153
4,3.0,"04/11/2001, 05:40:44",1182
4,1.0,"12/13/1999, 19:11:46",1198
4,2.0,"12/13/1999, 19:10:37",1217
4,4.0,"07/26/2000, 23:45:58",1231
4,1.0,"12/20/1999, 03:43:35",1283
4,4.0,"12/13/1999, 19:12:36",1289
4,4.0,"12/13/1999, 19:11:29",1297
4,5.0,"12/13/1999, 18:59:03",1298
4,3.0,"07/26/2000, 00:35:57",1299
4,5.0,"12/14/1999, 21:22:14",1347
4,2.0,"04/10/2001, 05:43:21",1362
4,4.0,"07/26/2000, 23:44:02",1373
4,3.0,"07/26/2000, 23:43:37",1375
4,2.0,"07/26/2000, 00:37:11",1380
4,4.0,"12/20/1999, 03:46:19",1383
4,3.0,"07/26/2000, 00:55:05",1389
4,4.0,"07/26/2000, 23:45:14",1395
4,1.0,"04/11/2001, 05:33:06",1396
4,3.0,"04/11/2001, 05:34:30",1403
4,5.0,"12/13/1999, 19:07:33",1423
4,2.0,"07/26/2000, 23:44:44",1442
4,5.0,"12/13/1999, 18:56:07",1443
4,4.0,"04/11/2001, 05:33:06",1444
4,2.0,"12/13/1999, 18:51:30",1493
4,4.0,"12/13/1999, 18:57:32",1540
4,5.0,"12/13/1999, 19:05:21",1542
4,4.0,"04/11/2001, 05:36:56",1570
4,3.0,"04/11/2001, 05:42:08",1602
4,5.0,"04/11/2001, 05:32:18",1607
4,5.0,"07/26/2000, 00:44:15",1627
4,5.0,"12/14/1999, 21:20:08",1639
4,4.0,"12/13/1999, 19:08:49",1649
4,5.0,"07/26/2000, 00:46:48",1650
4,1.0,"12/20/1999, 03:47:18",1696
4,1.0,"07/26/2000, 23:43:10",1729
4,2.0,"07/26/2000, 00:29:24",1740
4,4.0,"12/13/1999, 18:47:47",1752
4,4.0,"07/26/2000, 23:43:10",1760
4,5.0,"12/13/1999, 18:59:24",1790
4,3.0,"07/26/2000, 23:55:06",1795
4,4.0,"04/11/2001, 05:41:42",1805
4,4.0,"12/13/1999, 19:10:58",1854
4,1.0,"12/14/1999, 21:09:45",1938
4,5.0,"12/13/1999, 18:54:23",1948
4,5.0,"07/26/2000, 23:44:44",1959
4,1.0,"04/10/2001, 05:41:34",1978
4,4.0,"12/13/1999, 19:09:50",2013
4,5.0,"12/13/1999, 18:56:53",2019
4,2.0,"12/13/1999, 18:49:02",2035
4,4.0,"07/26/2000, 00:46:26",2077
4,1.0,"07/28/2000, 19:03:41",2078
4,2.0,"12/14/1999, 21:12:33",2083
4,5.0,"07/26/2000, 00:40:28",2096
4,5.0,"12/13/1999, 18:53:34",2135
4,5.0,"07/26/2000, 00:32:20",2144
4,4.0,"04/11/2001, 05:36:56",2157
4,4.0,"12/13/1999, 18:51:48",2196
4,5.0,"04/11/2001, 05:34:30",2200
4,2.0,"12/13/1999, 18:48:48",2224
4,2.0,"12/13/1999, 18:55:46",2236
4,4.0,"04/10/2001, 05:36:50",2257
4,4.0,"04/11/2001, 05:56:40",2284
4,5.0,"12/13/1999, 19:12:00",2295
4,4.0,"04/11/2001, 05:34:44",2306
4,3.0,"07/28/2000, 18:56:37",2323
4,5.0,"07/26/2000, 23:41:27",2326
4,4.0,"07/26/2000, 00:32:01",2380
4,1.0,"07/26/2000, 00:28:50",2391
4,4.0,"07/26/2000, 00:42:51",2392
4,4.0,"07/26/2000, 00:43:48",2411
4,4.0,"07/26/2000, 23:55:06",2440
4,4.0,"04/11/2001, 05:28:18",2486
4,3.0,"07/26/2000, 23:45:58",2507
4,5.0,"07/26/2000, 00:18:49",2514
4,4.0,"07/26/2000, 00:36:35",2523
4,4.0,"04/10/2001, 05:47:18",2543
4,2.0,"07/26/2000, 00:17:23",2601
4,1.0,"04/10/2001, 05:41:48",2604
4,5.0,"07/26/2000, 00:19:11",2619
4,2.0,"04/10/2001, 05:46:52",2640
4,1.0,"04/11/2001, 05:39:59",2677
4,3.0,"07/26/2000, 00:31:25",2827
4,3.0,"04/11/2001, 05:56:47",2843
4,5.0,"04/10/2001, 05:46:20",2876
4,4.0,"04/11/2001, 05:27:45",2903
4,3.0,"04/10/2001, 05:45:49",2912
4,4.0,"04/10/2001, 05:46:04",2955
4,4.0,"04/10/2001, 05:45:30",2979
4,3.0,"04/11/2001, 05:33:39",2984
4,1.0,"04/10/2001, 05:47:34",2994
4,3.0,"04/10/2001, 05:40:56",3000
4,4.0,"04/10/2001, 05:46:20",3001
4,3.0,"04/10/2001, 05:46:41",3006
4,3.0,"04/10/2001, 05:47:06",3007
4,4.0,"04/10/2001, 05:45:49",3011
4,5.0,"04/10/2001, 05:39:13",3012
4,3.0,"04/10/2001, 05:37:45",3038
4,4.0,"04/11/2001, 05:35:01",3065
4,3.0,"04/10/2001, 05:38:05",3083
4,3.0,"04/10/2001, 05:38:20",3099
4,2.0,"12/06/2001, 01:23:44",3136
4,5.0,"04/10/2001, 05:38:05",3147
4,4.0,"12/06/2001, 02:49:02",3152
4,3.0,"12/06/2001, 01:24:25",3156
4,2.0,"12/06/2001, 01:23:44",3161
4,4.0,"12/06/2001, 02:47:50",3168
4,1.0,"12/06/2001, 01:24:25",3191
4,4.0,"12/06/2001, 01:26:26",3214
4,3.0,"12/06/2001, 02:48:29",3236
4,1.0,"12/06/2001, 01:26:26",3407
4,3.0,"12/06/2001, 02:48:52",3470
4,5.0,"12/06/2001, 01:24:05",3481
4,3.0,"12/06/2001, 01:24:05",3560
4,4.0,"12/06/2001, 02:48:52",3569
4,4.0,"12/06/2001, 01:24:25",3574
4,5.0,"12/06/2001, 01:23:44",3613
5,4.0,"11/08/1996, 15:36:02",0
5,4.0,"11/08/1996, 15:40:38",20
5,4.0,"11/08/1996, 15:34:41",32
5,4.0,"11/08/1996, 15:41:32",33
5,3.0,"11/08/1996, 15:36:01",35
5,4.0,"11/08/1996, 15:34:41",46
5,5.0,"11/08/1996, 15:40:38",52
5,4.0,"11/08/1996, 15:34:40",97
5,3.0,"11/08/1996, 15:32:28",123
5,3.0,"11/08/1996, 15:33:22",126
5,4.0,"11/08/1996, 15:41:32",198
5,5.0,"11/08/1996, 15:42:17",211
5,3.0,"11/08/1996, 15:41:32",217
5,4.0,"11/08/1996, 15:40:38",225
5,3.0,"11/08/1996, 15:38:49",228
5,1.0,"11/08/1996, 15:41:51",229
5,5.0,"11/08/1996, 15:41:51",251
5,5.0,"11/08/1996, 15:32:28",257
5,3.0,"11/08/1996, 15:42:17",260
5,2.0,"11/08/1996, 15:33:52",275
5,3.0,"11/08/1996, 15:34:40",277
5,3.0,"11/08/1996, 15:33:22",302
5,3.0,"11/08/1996, 15:33:52",307
5,2.0,"11/08/1996, 15:40:38",315
5,3.0,"11/08/1996, 15:34:42",322
5,4.0,"11/08/1996, 15:38:49",325
5,2.0,"11/08/1996, 15:32:28",337
5,3.0,"11/08/1996, 15:41:32",355
5,4.0,"11/08/1996, 15:33:21",398
5,4.0,"11/08/1996, 15:42:17",412
5,5.0,"11/08/1996, 15:41:51",413
5,3.0,"11/08/1996, 15:38:49",450
5,5.0,"11/08/1996, 15:36:00",461
5,4.0,"11/08/1996, 15:40:58",464
5,3.0,"11/08/1996, 15:41:51",467
5,4.0,"11/08/1996, 15:33:21",506
5,3.0,"11/08/1996, 15:40:58",507
5,5.0,"11/08/1996, 15:32:27",508
5,3.0,"11/08/1996, 15:32:27",509
5,5.0,"11/08/1996, 15:40:38",511
5,5.0,"11/08/1996, 15:33:52",512
5,5.0,"11/08/1996, 15:41:32",513
5,3.0,"11/08/1996, 15:36:02",514
5,3.0,"11/08/1996, 15:40:58",520
6,4.0,"10/17/1996, 20:58:42",1
6,5.0,"10/17/1996, 21:11:36",2
6,3.0,"10/17/1996, 21:12:29",3
6,5.0,"10/17/1996, 21:05:38",4
6,4.0,"10/17/1996, 21:02:37",5
6,4.0,"10/17/1996, 21:11:04",6
6,3.0,"10/17/1996, 21:28:01",7
6,3.0,"10/17/1996, 20:54:13",9
6,4.0,"10/17/1996, 20:58:09",10
6,3.0,"10/17/1996, 21:33:08",12
6,4.0,"10/17/1996, 21:15:05",14
6,4.0,"10/17/1996, 21:03:39",15
6,4.0,"10/17/1996, 20:59:19",16
6,2.0,"10/17/1996, 20:56:22",18
6,2.0,"10/17/1996, 20:56:22",20
6,5.0,"10/17/1996, 21:04:35",21
6,4.0,"10/17/1996, 21:13:17",23
6,3.0,"10/17/1996, 21:01:35",24
6,4.0,"10/17/1996, 21:29:22",25
6,3.0,"10/17/1996, 21:30:02",26
6,3.0,"10/17/1996, 21:03:39",30
6,4.0,"10/17/1996, 20:57:06",31
6,4.0,"10/17/1996, 20:55:54",32
6,5.0,"10/17/1996, 21:02:06",33
6,4.0,"10/17/1996, 21:22:42",37
6,4.0,"10/17/1996, 21:33:27",39
6,3.0,"10/17/1996, 21:05:07",41
6,4.0,"10/17/1996, 21:15:51",42
6,4.0,"10/17/1996, 20:55:17",43
6,1.0,"10/17/1996, 20:56:21",46
6,4.0,"10/17/1996, 21:30:02",49
6,4.0,"10/17/1996, 21:11:03",53
6,4.0,"10/17/1996, 21:30:54",54
6,4.0,"10/17/1996, 21:01:00",55
6,3.0,"10/17/1996, 21:24:30",58
6,3.0,"10/17/1996, 21:25:51",59
6,4.0,"10/17/1996, 21:28:37",68
6,3.0,"10/17/1996, 21:21:47",71
6,5.0,"10/17/1996, 21:42:11",77
6,3.0,"10/17/1996, 21:28:20",78
6,2.0,"10/17/1996, 21:34:54",79
6,4.0,"10/17/1996, 21:25:24",80
6,4.0,"10/17/1996, 21:30:54",81
6,4.0,"10/17/1996, 21:16:24",82
6,4.0,"10/17/1996, 20:59:19",84
6,3.0,"10/17/1996, 21:25:51",88
6,1.0,"10/17/1996, 21:30:36",90
6,4.0,"10/17/1996, 21:12:29",92
6,3.0,"10/17/1996, 21:02:37",93
6,5.0,"10/17/1996, 20:54:43",97
6,4.0,"10/17/1996, 21:06:34",99
6,3.0,"10/17/1996, 21:44:17",100
6,3.0,"10/17/1996, 21:29:02",109
6,3.0,"10/17/1996, 21:23:07",113
6,3.0,"10/17/1996, 21:23:44",115
6,4.0,"10/17/1996, 20:59:46",116
6,4.0,"10/17/1996, 21:06:06",118
6,4.0,"10/17/1996, 21:33:27",119
6,4.0,"10/17/1996, 20:51:50",123
6,4.0,"10/17/1996, 20:59:46",124
6,3.0,"10/17/1996, 20:52:26",126
6,4.0,"10/17/1996, 21:01:00",131
6,3.0,"10/17/1996, 21:23:26",132
6,5.0,"10/17/1996, 20:57:37",133
